MEREK,BRAND,TIPE HOSE,Working Pressure Bar,Working Pressure Psi,Hose O.D. (mm),Hose O.D. (in),Hose I.D. (mm),Hose I.D. (in),Temperature Range (°C),Bend Radius (mm),tipe kawat,Standard,Inch,DN,Min Burst Pressure bar,Min Bar Pressure psi,Type Bend
EATON,DANFOSS,HP-4,420.0,6092.0,12.6,0.496,6.1,0.24,-30 to 150,182.8,2 Wire Braid,SAE 100 R13,,,,,
EATON,DANFOSS,HP-8,225.0,3263.0,19.1,0.752,13.2,0.52,-40 to 120,189.6,4S - 4 Wire Spiral,EN 853 1SN,,,,,
EATON,DANFOSS,R1-24,500.0,7252.0,47.5,1.87,38.8,1.528,-40°C to 100°C,65.2,2 Wire Braid,EN 853 1SN,,,,,
EATON,DANFOSS,R1-24,420.0,6092.0,43.1,1.697,38,1.496,-50 to 125,191.9,4S - 4 Wire Spiral,SAE 100 R13,,,,,
EATON,DANFOSS,R1-32,200.0,2901.0,58.7,2.311,50.3,1.98,-50 to 100,287.9,1 Wire Braid,SAE 100 R2,,,,,
EATON,DANFOSS,R2-10,380.0,5511.0,19.0,0.748,14.4,0.567,-40°C to 125°C,174.1,4S - 4 Wire Spiral,SAE 100 R15,,,,,
EATON,DANFOSS,R2-24,250.0,3626.0,45.3,1.783,40.1,1.579,-40 to 150,187.5,1 Wire Braid,EN 853 1SN,,,,,
EATON,DANFOSS,R2-32,200.0,2901.0,60.2,2.37,53.6,2.11,-50 to 120,218.3,2 Wire Braid,EN 856 4SP,,,,,
EATON,DANFOSS,R2-32,420.0,6092.0,53.0,2.087,45.8,1.803,-40°C to 125°C,200.7,6S - 6 Wire Spiral,EN 856 4SP,,,,,
EATON,DANFOSS,R2-6,320.0,4641.0,16.3,0.642,9.5,0.374,-40°C to 125°C,258.7,4S - 4 Wire Spiral,SAE 100 R15,,,,,
EATON,DANFOSS,XT-10,350.0,5076.0,18.6,0.732,14.4,0.567,-40°C to 125°C,219.1,1 Wire Braid,SAE 100 R2,,,,,
EATON,DANFOSS,XT-16,320.0,4641.0,28.9,1.138,23.9,0.941,-30 to 100,159.3,4S - 4 Wire Spiral,EN 856 4SH,,,,,
EATON,DANFOSS,XT-20,160.0,2321.0,40.7,1.602,31.4,1.236,-50 to 120,182.8,6S - 6 Wire Spiral,EN 853 2SN,,,,,
EATON,DANFOSS,XT-24,300.0,4351.0,42.5,1.673,33.7,1.327,-50 to 120,63.4,4S - 4 Wire Spiral,SAE 100 R12,,,,,
EATON,DANFOSS,XT-4,160.0,2321.0,14.5,0.571,5.6,0.22,-50 to 125,262.6,1 Wire Braid,EN 856 4SP,,,,,
EATON,DANFOSS,XT-4,160.0,2321.0,15.8,0.622,5.9,0.232,-40°C to 100°C,65.1,2 Wire Braid,EN 853 2SN,,,,,
EATON,DANFOSS,XT-4,215.0,3118.0,12.8,0.504,6,0.236,-30 to 125,62.2,4S - 4 Wire Spiral,SAE 100 R13,,,,,
EATON,DANFOSS,XT-8,160.0,2321.0,20.2,0.795,11.4,0.449,-50 to 120,184.3,2 Wire Braid,SAE 100 R13,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,1SN-20,160.0,2321.0,40.4,1.591,32,1.26,-50 to 100,207.7,4S - 4 Wire Spiral,SAE 100 R1,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,2SN-12,160.0,2321.0,27.9,1.098,19,0.748,-40 to 150,173.3,2 Wire Braid,EN 853 1SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,2SN-32,420.0,6092.0,61.2,2.409,53.3,2.098,-40°C to 100°C,156.2,4S - 4 Wire Spiral,SAE 100 R15,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,2SN-4,420.0,6092.0,12.6,0.496,6.1,0.24,-30 to 120,227.3,2 Wire Braid,SAE 100 R15,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,2SN-4,200.0,2901.0,13.2,0.52,6.6,0.26,-40°C to 100°C,50.6,2 Wire Braid,ISO 18752 A/D,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,2SN-8,200.0,2901.0,21.7,0.854,13.5,0.531,-50 to 125,246.3,2 Wire Braid,EN 856 4SP,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SH-32,160.0,2321.0,60.6,2.386,52.8,2.079,-50 to 150,80.1,6S - 6 Wire Spiral,EN 856 4SP,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SH-8,420.0,6092.0,20.6,0.811,13.4,0.528,-40°C to 100°C,150.4,2 Wire Braid,SAE 100 R2,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SH-8,225.0,3263.0,18.4,0.724,11.5,0.453,-40 to 150,120.7,1 Wire Braid,EN 853 1SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SP-10,420.0,6092.0,25.1,0.988,16.9,0.665,-40 to 150,202.5,2 Wire Braid,SAE 100 R1,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SP-10,320.0,4641.0,23.1,0.909,16.6,0.654,-50 to 120,109.9,2 Wire Braid,SAE 100 R12,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SP-12,380.0,5511.0,24.9,0.98,18.1,0.713,-40 to 150,214.5,2 Wire Braid,SAE 100 R1,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SP-12,350.0,5076.0,23.3,0.917,17.5,0.689,-50 to 120,222.2,2 Wire Braid,EN 853 1SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SP-20,275.0,3989.0,39.5,1.555,30.4,1.197,-50 to 100,134.3,1 Wire Braid,EN 853 2SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SP-20,200.0,2901.0,38.9,1.531,32,1.26,-40 to 150,222.0,6S - 6 Wire Spiral,EN 856 4SH,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SP-24,215.0,3118.0,45.2,1.78,35.8,1.409,-30 to 125,105.6,1 Wire Braid,ISO 18752 A/D,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SP-4,450.0,6527.0,11.1,0.437,6.7,0.264,-40°C to 125°C,60.8,2 Wire Braid,SAE 100 R1,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,4SP-4,450.0,6527.0,15.3,0.602,6.2,0.244,-50 to 100,198.7,2 Wire Braid,EN 856 4SP,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,GH-12,500.0,7252.0,25.2,0.992,17.3,0.681,-30 to 100,60.4,4S - 4 Wire Spiral,SAE 100 R13,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,GH-32,350.0,5076.0,57.6,2.268,53.6,2.11,-40 to 150,234.8,1 Wire Braid,EN 853 2SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,GH-8,350.0,5076.0,20.1,0.791,12.6,0.496,-50 to 100,203.5,4S - 4 Wire Spiral,SAE 100 R12,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,HP-10,160.0,2321.0,19.0,0.748,14.3,0.563,-30 to 125,162.5,6S - 6 Wire Spiral,EN 853 2SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,HP-12,380.0,5511.0,23.8,0.937,18.1,0.713,-50 to 150,138.1,4S - 4 Wire Spiral,SAE 100 R2,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,HP-12,225.0,3263.0,27.4,1.079,18.3,0.72,-50 to 125,103.7,1 Wire Braid,SAE 100 R15,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,HP-20,320.0,4641.0,38.1,1.5,30.5,1.201,-40°C to 125°C,145.1,6S - 6 Wire Spiral,SAE 100 R12,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,HP-20,200.0,2901.0,35.3,1.39,29,1.142,-40 to 150,212.0,1 Wire Braid,SAE 100 R13,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,M2T-12,200.0,2901.0,24.6,0.969,20.3,0.799,-30 to 150,260.0,4S - 4 Wire Spiral,SAE 100 R1,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,M2T-12,250.0,3626.0,27.7,1.091,18.6,0.732,-50 to 150,94.2,1 Wire Braid,ISO 18752 A/D,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R1-12,500.0,7252.0,26.0,1.024,19.8,0.78,-30 to 100,201.4,1 Wire Braid,SAE 100 R15,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R1-12,160.0,2321.0,28.8,1.134,19.3,0.76,-50 to 125,185.3,4S - 4 Wire Spiral,EN 853 1SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R1-16,215.0,3118.0,31.1,1.224,24.7,0.972,-30 to 100,162.9,2 Wire Braid,SAE 100 R13,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R1-20,380.0,5511.0,42.1,1.657,33.4,1.315,-50 to 125,277.0,2 Wire Braid,EN 856 4SH,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R1-24,320.0,4641.0,43.9,1.728,34.9,1.374,-40 to 120,63.7,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R1-4,215.0,3118.0,13.0,0.512,5.7,0.224,-50 to 120,88.2,6S - 6 Wire Spiral,EN 853 1SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R1-6,300.0,4351.0,13.0,0.512,8.6,0.339,-50 to 120,196.6,2 Wire Braid,EN 856 4SH,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R1-6,320.0,4641.0,13.1,0.516,8.6,0.339,-40°C to 100°C,234.8,4S - 4 Wire Spiral,SAE 100 R1,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R1-6,215.0,3118.0,15.3,0.602,8.7,0.343,-40 to 150,109.7,1 Wire Braid,SAE 100 R13,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R1-8,200.0,2901.0,19.4,0.764,11.4,0.449,-30 to 100,66.3,2 Wire Braid,SAE 100 R1,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R2-16,250.0,3626.0,33.1,1.303,25.8,1.016,-50 to 120,272.2,1 Wire Braid,EN 853 2SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R2-32,300.0,4351.0,54.0,2.126,46.3,1.823,-50 to 100,263.1,6S - 6 Wire Spiral,SAE 100 R12,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,R2-8,380.0,5511.0,20.5,0.807,12.7,0.5,-30 to 100,257.7,6S - 6 Wire Spiral,EN 853 1SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,XT-10,215.0,3118.0,24.2,0.953,16.7,0.657,-30 to 125,179.6,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,XT-12,300.0,4351.0,27.0,1.063,20.2,0.795,-40°C to 100°C,117.8,2 Wire Braid,SAE 100 R12,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,XT-16,200.0,2901.0,27.2,1.071,23.2,0.913,-50 to 150,200.2,2 Wire Braid,SAE 100 R1,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,XT-16,500.0,7252.0,28.0,1.102,22.7,0.894,-40°C to 125°C,262.8,6S - 6 Wire Spiral,SAE 100 R13,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,XT-20,180.0,2611.0,37.6,1.48,28.3,1.114,-50 to 150,299.4,2 Wire Braid,SAE 100 R13,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,XT-4,350.0,5076.0,9.7,0.382,5.6,0.22,-40°C to 125°C,162.0,6S - 6 Wire Spiral,EN 853 2SN,,,,,
FLEXTRAL,BRIDGESTON HOSE POWER,XT-4,380.0,5511.0,13.8,0.543,6.3,0.248,-30 to 125,187.0,2 Wire Braid,SAE 100 R1,,,,,
GATES,GATES CORPORATION,1SN-32,160.0,2321.0,58.7,2.311,49,1.929,-40°C to 100°C,298.6,1 Wire Braid,EN 853 1SN,,,,,
GATES,GATES CORPORATION,1SN-6,320.0,4641.0,18.4,0.724,9.7,0.382,-40 to 150,283.6,6S - 6 Wire Spiral,SAE 100 R1,,,,,
GATES,GATES CORPORATION,2SN-10,180.0,2611.0,18.9,0.744,14.8,0.583,-40 to 150,291.7,4S - 4 Wire Spiral,SAE 100 R1,,,,,
GATES,GATES CORPORATION,2SN-24,200.0,2901.0,45.9,1.807,36.6,1.441,-40 to 120,172.1,6S - 6 Wire Spiral,SAE 100 R13,,,,,
GATES,GATES CORPORATION,2SN-4,380.0,5511.0,12.4,0.488,6.2,0.244,-50 to 150,297.4,1 Wire Braid,SAE 100 R1,,,,,
GATES,GATES CORPORATION,2SN-4,180.0,2611.0,11.1,0.437,6,0.236,-30 to 125,269.2,4S - 4 Wire Spiral,SAE 100 R12,,,,,
GATES,GATES CORPORATION,2SN-8,215.0,3118.0,17.8,0.701,12.6,0.496,-40°C to 100°C,106.3,4S - 4 Wire Spiral,EN 856 4SP,,,,,
GATES,GATES CORPORATION,4SH-10,500.0,7252.0,23.6,0.929,14.1,0.555,-50 to 125,56.0,1 Wire Braid,SAE 100 R1,,,,,
GATES,GATES CORPORATION,4SH-20,320.0,4641.0,39.4,1.551,30.5,1.201,-30 to 100,157.6,4S - 4 Wire Spiral,EN 853 1SN,,,,,
GATES,GATES CORPORATION,4SH-20,320.0,4641.0,34.7,1.366,29.9,1.177,-50 to 125,169.7,2 Wire Braid,SAE 100 R12,,,,,
GATES,GATES CORPORATION,4SH-20,180.0,2611.0,37.8,1.488,30.4,1.197,-30 to 120,99.4,1 Wire Braid,EN 853 1SN,,,,,
GATES,GATES CORPORATION,4SH-24,320.0,4641.0,45.3,1.783,38.8,1.528,-50 to 150,183.9,1 Wire Braid,SAE 100 R1,,,,,
GATES,GATES CORPORATION,4SH-32,320.0,4641.0,63.0,2.48,53.1,2.091,-30 to 100,172.8,6S - 6 Wire Spiral,SAE 100 R1,,,,,
GATES,GATES CORPORATION,4SH-6,320.0,4641.0,17.8,0.701,8.7,0.343,-30 to 125,69.6,1 Wire Braid,EN 856 4SP,,,,,
GATES,GATES CORPORATION,4SP-12,450.0,6527.0,25.6,1.008,19.9,0.783,-30 to 125,157.3,1 Wire Braid,SAE 100 R2,,,,,
GATES,GATES CORPORATION,4SP-20,500.0,7252.0,39.0,1.535,31.5,1.24,-50 to 100,61.1,6S - 6 Wire Spiral,EN 856 4SH,,,,,
GATES,GATES CORPORATION,4SP-4,200.0,2901.0,13.2,0.52,6.1,0.24,-30 to 120,116.6,1 Wire Braid,EN 856 4SH,,,,,
GATES,GATES CORPORATION,4SP-4,200.0,2901.0,14.4,0.567,5.6,0.22,-50 to 150,251.4,6S - 6 Wire Spiral,EN 853 2SN,,,,,
GATES,GATES CORPORATION,GH-24,300.0,4351.0,41.6,1.638,35.1,1.382,-40°C to 125°C,144.0,2 Wire Braid,EN 856 4SP,,,,,
GATES,GATES CORPORATION,GH-24,200.0,2901.0,47.0,1.85,39.4,1.551,-40°C to 125°C,79.2,2 Wire Braid,SAE 100 R1,,,,,
GATES,GATES CORPORATION,GH-32,380.0,5511.0,57.0,2.244,47.5,1.87,-50 to 100,78.3,6S - 6 Wire Spiral,SAE 100 R1,,,,,
GATES,GATES CORPORATION,GH-32,250.0,3626.0,62.0,2.441,52.4,2.063,-30 to 100,267.1,1 Wire Braid,EN 853 1SN,,,,,
GATES,GATES CORPORATION,GH-8,180.0,2611.0,16.6,0.654,12.6,0.496,-50 to 120,161.5,1 Wire Braid,ISO 18752 A/D,,,,,
GATES,GATES CORPORATION,HP-20,160.0,2321.0,33.9,1.335,28.7,1.13,-30 to 100,222.6,6S - 6 Wire Spiral,SAE 100 R1,,,,,
GATES,GATES CORPORATION,HP-32,500.0,7252.0,50.6,1.992,45.4,1.787,-50 to 125,137.3,1 Wire Braid,EN 856 4SH,,,,,
GATES,GATES CORPORATION,M2T-10,320.0,4641.0,19.4,0.764,15.4,0.606,-40 to 120,60.1,6S - 6 Wire Spiral,EN 853 1SN,,,,,
GATES,GATES CORPORATION,M2T-4,200.0,2901.0,11.3,0.445,6.6,0.26,-50 to 100,203.9,2 Wire Braid,SAE 100 R1,,,,,
GATES,GATES CORPORATION,M2T-4,500.0,7252.0,14.9,0.587,6.7,0.264,-50 to 150,244.6,6S - 6 Wire Spiral,SAE 100 R2,,,,,
GATES,GATES CORPORATION,M2T-4,420.0,6092.0,15.0,0.591,5.7,0.224,-30 to 150,255.1,2 Wire Braid,SAE 100 R1,,,,,
GATES,GATES CORPORATION,M2T-4,380.0,5511.0,11.9,0.469,6.7,0.264,-50 to 120,111.8,2 Wire Braid,EN 853 2SN,,,,,
GATES,GATES CORPORATION,R1-24,320.0,4641.0,41.4,1.63,35.2,1.386,-40 to 150,183.7,6S - 6 Wire Spiral,SAE 100 R1,,,,,
GATES,GATES CORPORATION,R1-32,160.0,2321.0,57.1,2.248,50.8,2,-30 to 150,81.8,2 Wire Braid,SAE 100 R1,,,,,
GATES,GATES CORPORATION,R1-32,215.0,3118.0,58.0,2.283,51.3,2.02,-40°C to 100°C,282.4,2 Wire Braid,EN 853 1SN,,,,,
GATES,GATES CORPORATION,R1-4,450.0,6527.0,13.5,0.531,5.9,0.232,-40°C to 125°C,96.0,2 Wire Braid,SAE 100 R1,,,,,
GATES,GATES CORPORATION,R1-6,420.0,6092.0,15.6,0.614,8.7,0.343,-40 to 120,156.7,1 Wire Braid,SAE 100 R13,,,,,
GATES,GATES CORPORATION,R1-6,380.0,5511.0,18.5,0.728,9.5,0.374,-30 to 120,90.2,2 Wire Braid,SAE 100 R12,,,,,
GATES,GATES CORPORATION,R1-6,180.0,2611.0,18.0,0.709,9.9,0.39,-50 to 100,86.5,1 Wire Braid,EN 853 1SN,,,,,
GATES,GATES CORPORATION,R2-12,350.0,5076.0,24.7,0.972,17.9,0.705,-40 to 150,53.2,6S - 6 Wire Spiral,SAE 100 R15,,,,,
GATES,GATES CORPORATION,R2-32,180.0,2611.0,58.4,2.299,53.5,2.106,-40°C to 100°C,61.3,1 Wire Braid,SAE 100 R1,,,,,
GATES,GATES CORPORATION,R2-32,380.0,5511.0,60.1,2.366,53,2.087,-40°C to 100°C,156.7,1 Wire Braid,EN 856 4SH,,,,,
GATES,GATES CORPORATION,XT-10,380.0,5511.0,21.7,0.854,14.8,0.583,-50 to 125,197.8,6S - 6 Wire Spiral,SAE 100 R1,,,,,
GATES,GATES CORPORATION,XT-16,320.0,4641.0,34.3,1.35,25.6,1.008,-50 to 120,265.3,2 Wire Braid,EN 856 4SH,,,,,
GATES,GATES CORPORATION,XT-24,320.0,4641.0,44.1,1.736,35,1.378,-50 to 120,57.2,6S - 6 Wire Spiral,SAE 100 R15,,,,,
GATES,GATES CORPORATION,XT-4,160.0,2321.0,13.7,0.539,6.8,0.268,-40°C to 100°C,247.1,4S - 4 Wire Spiral,SAE 100 R13,,,,,
GATES,GATES CORPORATION,XT-8,225.0,3263.0,16.3,0.642,12.1,0.476,-40 to 150,186.6,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-10,300.0,4351.0,24.2,0.953,15.5,0.61,-40 to 120,162.9,1 Wire Braid,ISO 18752 A/D,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-12,200.0,2901.0,28.0,1.102,19.6,0.772,-40°C to 100°C,94.8,6S - 6 Wire Spiral,EN 853 1SN,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-12,215.0,3118.0,25.9,1.02,16.9,0.665,-50 to 150,291.3,2 Wire Braid,SAE 100 R15,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-12,420.0,6092.0,25.3,0.996,17.7,0.697,-40°C to 125°C,291.0,1 Wire Braid,EN 856 4SP,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-12,200.0,2901.0,25.9,1.02,19.4,0.764,-30 to 120,83.5,6S - 6 Wire Spiral,EN 856 4SH,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-24,500.0,7252.0,46.5,1.831,37,1.457,-40 to 150,135.6,1 Wire Braid,ISO 18752 A/D,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-24,215.0,3118.0,41.1,1.618,35.8,1.409,-50 to 100,71.1,2 Wire Braid,SAE 100 R13,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-32,250.0,3626.0,62.0,2.441,53.3,2.098,-50 to 100,99.1,2 Wire Braid,SAE 100 R12,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-4,320.0,4641.0,15.2,0.598,6.1,0.24,-50 to 125,210.8,4S - 4 Wire Spiral,EN 856 4SP,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-4,225.0,3263.0,14.5,0.571,5.8,0.228,-50 to 100,182.4,2 Wire Braid,SAE 100 R2,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-8,350.0,5076.0,17.5,0.689,12.1,0.476,-30 to 150,175.2,2 Wire Braid,SAE 100 R12,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,1SN-8,320.0,4641.0,15.9,0.626,11.7,0.461,-50 to 120,81.0,1 Wire Braid,SAE 100 R13,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,2SN-10,450.0,6527.0,24.5,0.965,14.6,0.575,-40 to 120,260.3,1 Wire Braid,SAE 100 R2,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,2SN-10,200.0,2901.0,23.0,0.906,16.4,0.646,-40 to 120,122.8,4S - 4 Wire Spiral,SAE 100 R13,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,2SN-12,420.0,6092.0,23.9,0.941,17,0.669,-50 to 100,151.9,2 Wire Braid,SAE 100 R13,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,2SN-4,275.0,3989.0,11.6,0.457,6.5,0.256,-30 to 150,109.4,6S - 6 Wire Spiral,SAE 100 R1,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,2SN-8,300.0,4351.0,21.5,0.846,12.1,0.476,-30 to 125,260.7,4S - 4 Wire Spiral,EN 856 4SH,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SH-12,300.0,4351.0,26.4,1.039,19.7,0.776,-50 to 150,131.3,6S - 6 Wire Spiral,EN 856 4SP,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SH-16,215.0,3118.0,35.1,1.382,26,1.024,-50 to 120,64.1,1 Wire Braid,EN 856 4SH,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SH-24,215.0,3118.0,48.8,1.921,38.9,1.531,-50 to 150,202.7,1 Wire Braid,ISO 18752 A/D,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SH-24,300.0,4351.0,47.9,1.886,38.2,1.504,-50 to 100,293.9,1 Wire Braid,SAE 100 R13,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SH-24,275.0,3989.0,42.7,1.681,38.5,1.516,-50 to 125,64.9,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SH-4,350.0,5076.0,12.2,0.48,5.8,0.228,-30 to 125,148.7,4S - 4 Wire Spiral,EN 853 2SN,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SH-6,500.0,7252.0,17.7,0.697,8.4,0.331,-50 to 150,284.1,2 Wire Braid,SAE 100 R12,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SP-12,300.0,4351.0,25.6,1.008,17.6,0.693,-50 to 150,130.6,6S - 6 Wire Spiral,EN 856 4SH,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SP-16,450.0,6527.0,29.9,1.177,22.6,0.89,-30 to 120,55.8,6S - 6 Wire Spiral,EN 853 1SN,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SP-24,380.0,5511.0,39.4,1.551,35.1,1.382,-30 to 120,142.7,4S - 4 Wire Spiral,EN 853 1SN,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SP-24,275.0,3989.0,49.9,1.965,40,1.575,-40°C to 100°C,105.8,6S - 6 Wire Spiral,SAE 100 R15,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SP-32,275.0,3989.0,56.0,2.205,51.6,2.031,-40 to 120,276.4,1 Wire Braid,SAE 100 R15,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SP-6,225.0,3263.0,17.2,0.677,9.2,0.362,-30 to 120,178.2,4S - 4 Wire Spiral,SAE 100 R13,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,4SP-8,275.0,3989.0,21.0,0.827,12,0.472,-30 to 120,106.7,6S - 6 Wire Spiral,EN 853 2SN,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,GH-16,180.0,2611.0,32.2,1.268,26,1.024,-40 to 150,275.2,2 Wire Braid,EN 853 1SN,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,GH-32,380.0,5511.0,51.1,2.012,46.1,1.815,-30 to 120,240.4,1 Wire Braid,SAE 100 R13,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,GH-6,250.0,3626.0,18.9,0.744,9.1,0.358,-50 to 125,52.5,4S - 4 Wire Spiral,SAE 100 R13,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,GH-8,275.0,3989.0,17.3,0.681,12.2,0.48,-50 to 150,227.9,2 Wire Braid,EN 853 2SN,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,HP-10,500.0,7252.0,22.0,0.866,15,0.591,-30 to 125,99.7,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,HP-32,320.0,4641.0,51.5,2.028,45,1.772,-30 to 120,196.4,2 Wire Braid,ISO 18752 A/D,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,HP-32,320.0,4641.0,49.6,1.953,45.5,1.791,-30 to 150,284.6,2 Wire Braid,EN 853 2SN,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,HP-8,420.0,6092.0,21.4,0.843,12.7,0.5,-50 to 120,169.1,1 Wire Braid,EN 856 4SH,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,M2T-10,275.0,3989.0,23.1,0.909,15.3,0.602,-50 to 120,204.0,2 Wire Braid,SAE 100 R15,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,M2T-10,275.0,3989.0,20.6,0.811,14.2,0.559,-30 to 100,75.9,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,M2T-12,200.0,2901.0,30.2,1.189,20.3,0.799,-50 to 100,298.4,2 Wire Braid,SAE 100 R1,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,M2T-16,215.0,3118.0,32.3,1.272,25.8,1.016,-50 to 100,90.9,4S - 4 Wire Spiral,SAE 100 R1,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,M2T-4,350.0,5076.0,15.8,0.622,6,0.236,-50 to 120,122.7,6S - 6 Wire Spiral,EN 853 2SN,,,,,
